job_title,Number_of_Jobs,Average_Rating,Average_Salary
Snowflake - Software Engineer,1,3.9,0.0
Sharepoint/POWER Platform Developer,1,3.6,0.0
Shopify App Developer Intern,1,3.6,14.0
Shopify Developer,1,3.3,0.0
Shopify Expert,1,3.6,3.6
Shopify Theme Developer,1,1.0,0.0
SiMD Business Analyst,1,3.5,0.0
Siebel Business Analyst,1,3.3,0.0
Snowflake Engineer - 8th April - Virtual Interview -,1,3.3,0.0
Snowflake Professional,1,2.8,0.0
Snowflake SME- Technical Consultant,1,3.3,0.0
Snowflake Senior Software Engineer,1,3.9,0.0
Snowflake Administrator / Data Platform Administrator,1,3.6,0.0
Snowflake Azure Data Engineer,1,3.6,0.0
Snowflake Consultant,1,3.8,0.0
Snowflake DBA Database Administrator,1,3.6,0.0
Snowflake Data Architect_14+ years_Chennai/PAN India,1,3.4,31.25
Snowflake Data Engineer - 4+yrs- Noida!,1,3.6,0.0
Snowflake Data Engineer - Walk - in Drive - Noida,1,3.3,7.5
Snowflake Data Engineer | Face-to-Face Drive | Hyderabad | 23rd May,1,3.7,27.5
Snowflake Data Engineering Consultant,1,3.1,0.0
Snowflake Data Scientist,1,3.6,0.0
Site Reliability Engineer- GCP,1,3.3,0.0
Site Reliability Engineering Lead,1,4.3,0.0
Snowflake Developer/Databricks+SQL/Reltio MDM Developer,1,3.6,15.0
"Analyst, Business Systems Service Applications",1,3.9,0.0
"Analyst, CAT Modelling",1,3.7,0.0
"Analyst, Claims",1,3.7,0.0
"Analyst, Data Interchange and Development",1,3.8,0.0
"Analyst, Deductions - UK",1,3.2,0.0
Analyst Lead Pricing (Revenue Recognition),1,3.8,0.0
"Analyst Lead, Business Systems Analysis",1,3.8,0.0
"Analyst Lead, Quality Assurance",1,3.7,0.0
Analyst Programmer,1,3.6,0.0
Analyst RMG,1,3.8,0.0
Analyst Rates Compression (Strats),1,3.8,0.0
Analyst Relations,1,4.5,0.0
Analyst Reporting & Analytics,1,4.4,0.0
"Analyst Reporting, Data Services",1,3.6,0.0
"Analyst Senior, Business Analysis (capital markets, securities )",1,3.8,0.0
"Snowflake, SQL - Virtual Interview - 12 Jun(Fri) -",1,3.3,0.0
SoC Hardware Architect,1,3.8,0.0
Social Escalations - Associate - Social CST,1,3.2,0.0
Social Media Coordinator,1,3.6,0.0
Social Media Intelligence Expert,1,4.0,0.0
Social Media Intern,1,3.6,0.0
Social Media Management,1,3.6,0.0
Social Media Manager (Organic),1,3.6,0.0
Social Media Marketing Intern,1,3.6,0.0
Social Media Optimization,1,1.5,0.0
Snowflake Data Warehouse Engineers,1,3.8,0.0
Snowflake Data engineer-- US MNC (analytics),1,3.6,22.5
Snowflake Data warehouse,1,3.0,0.0
Snowflake Developer (AWS / DBT / Python),1,3.6,0.0
Snowflake Developer / Data Engineer,1,3.6,0.0
Snowflake Developer / Snowflake Data Engineer,1,3.6,0.0
Social Research Analyst,1,3.6,0.0
Social Sector Analyst,1,3.6,0.0
Software ( Web ) Engineer,1,2.3,0.0
"Software / Data Engineer (AWS & Python), (, Full-Time) [IS007]",1,3.3,0.0
"Software / Data Engineer (AWS & Python), (, Full-Time) [IS008]",1,3.3,0.0
"Software / Data Engineer (AWS & Python), (, Part-Time) [IS007]",1,3.3,0.0
Software Architect (L6),1,3.9,0.0
Software Developer (Backend Engineer),1,3.8,0.0
Software Developer (Full-Stack SAP),1,3.5,0.0
Software Developer (Generative AI),1,3.6,0.0
"Software Developer (Java,Python,Golang)",1,3.5,0.0
Software Developer (MySQL and Python),1,3.6,0.0
Software Developer (Python),1,4.3,0.0
Snowflake Software Engineer,1,3.9,0.0
Snowflake architecture,1,3.6,22.5
"Snowflake, Pyspark and Casandra Professional",1,2.8,0.0
Software Development Engineer III (Fullstack ) - Workflows,1,3.6,0.0
Software Developer - . Net Core,1,2.3,0.0
Software Developer - .NET - CHN,1,4.1,0.0
Software Developer - High Performance Computing,1,3.7,0.0
Software Developer - Java Backend,1,3.6,0.0
Software Developer - React Js,1,3.6,14.0
Software Developer - Robotics,1,4.5,0.0
Software Developer 4,1,3.3,0.0
Software Developer For S3 protocol,1,3.9,0.0
Software Developer Intern,1,4.7,14.0
Software Developer Java Backend,1,3.6,0.0
Software Developer Lead,1,3.9,0.0
Software Developer Trainee,1,3.9,0.0
"Software Developer Trainee cc+,data structure .dot net ,java",1,3.6,2.75
Software Developer in Test (Python),1,3.1,0.0
"Software Developer- Python, Django",1,3.8,0.0
AI / ML Data Scientist I,1,3.8,0.0
AI / ML Developer (Lead),1,4.0,0.0
AI / ML Engineer - Agentic AI,1,3.9,0.0
AI & Automation Specialist,1,3.6,0.0
AI & Data Governance Enablement Engineer,1,2.3,0.0
AI & Data Governance Enablement Engineer/Lead,1,2.3,0.0
AI & Data Platform Engineer - Contract role - One Year,1,3.6,0.0
AI & ML Engineer,1,3.6,0.0
Software Development Engineer (SDE) Intern,1,4.4,14.0
Software Development Engineer - 4 (Full Stack Developer),1,2.1,0.0
Software Development Engineer - Platform Data Team,1,3.6,0.0
Software Development Engineer 2,1,3.4,0.0
Software Development Engineer II,1,3.5,0.0
Software Development Engineer II ( AI),1,3.6,0.0
Software Development Engineer II - Data & Reporting,1,3.2,0.0
Software Development Engineer III,1,3.0,0.0
Software Development Engineer in Test II - Mobile,1,3.6,0.0
Software Development Intern,1,3.6,14.0
Software Development Manager,1,1.7,0.0
Software Development Professional,1,3.2,0.0
Software Development Team Lead,1,3.7,0.0
Software Engineer ( Infrastructure & Developer Tooling),1,3.6,0.0
Software Engineer (.net and Sitecore ) _ Hyderabad,1,4.3,0.0
Software Developer-Python Developer,1,3.6,0.0
Software Developer/Full Stack Software Engineer,1,3.6,0.0
Software Developers,1,3.6,0.0
Software Developers / Senior Software Developers,1,3.6,0.0
Software Development (Apprentice),1,4.0,0.0
Software Development Engineer (SDE),1,3.2,0.0
AI / DATA ENGINEER,1,3.7,0.0
AI / LLM Integration Engineer,1,3.5,0.0
AI / ML ( Full stack Engineer ),1,3.6,0.0
Software Engineer (Data APIs),1,3.6,0.0
"Software Engineer (Data Engineering, Data warehouse)",1,3.3,0.0
Software Engineer (Data),1,3.6,0.0
Software Engineer (Full Stack),1,3.9,0.0
Software Engineer (Fullstack),1,3.4,0.0
Software Engineer (Machine Learning),1,3.6,0.0
Software Engineer (Machine learning & Recommendation),1,3.6,0.0
Software Engineer (PostgresSQL And Apache Spark),1,3.6,0.0
Software Engineer (Python),1,3.6,0.0
Software Development Engineer III - Calendars (Frontend),1,3.6,0.0
Software Development Engineer III - Contacts (Frontend),1,3.6,0.0
Software Development Engineer III - Email Deliverability,1,3.6,0.0
Software Development Engineer III - Full Stack Development,1,3.6,0.0
Software Development Engineer III - Location,1,3.6,0.0
"Software Development Engineer III, AI Platform - Finance Products",1,3.6,0.0
Software Development Engineer Intern,1,2.5,0.0
Software Engineer - AI/ML,1,3.9,0.0
"Software Engineer - Angular,Python",1,4.1,0.0
Software Engineer - Artificial intelligence (AI),1,3.1,0.0
Software Engineer - Backend (Data Platform),1,3.7,0.0
Software Engineer - Backend - FinBox,1,3.5,0.0
Software Engineer - DEX Automation & Engineering,1,3.8,0.0
Software Engineer - Data,1,2.8,0.0
Software Engineer - Data Management,1,4.2,0.0
"Software Engineer - Data Modeling, SQL, Oracle - CHN",1,4.1,0.0
Software Engineer (AI & Machine Learning),1,3.6,0.0
Software Engineer (AI),1,3.7,0.0
Software Engineer (Access point),1,4.0,0.0
Software Engineer (Backend Developer),1,4.4,0.0
Software Engineer (Backend),1,3.6,0.0
"Software Engineer (C++, Linux)",1,3.9,0.0
"Software Engineer (C++, Linux) / Associate, Software Development",1,3.9,0.0
Software Engineer - Java Full Stack Developer,1,3.6,0.0
"Software Engineer - Java""",1,2.9,0.0
Software Engineer - Machine Learning,1,3.7,0.0
"Software Engineer - Machine Learning, Trust and Safety",1,3.6,0.0
Software Engineer - Python,1,3.5,0.0
Software Engineer - Python (Advanced),1,3.7,0.0
Software Engineer - Python+ Machine Learning Engineer,1,3.8,0.0
Software Engineer - R,1,3.8,0.0
"Software Engineer - SDK Developer | C++, Networking, Data Plane",1,4.1,0.0
Software Engineer - Senior Python & Spark Developer,1,3.7,0.0
"Software Engineer - Snowflake, ETL, AWS",1,4.1,0.0
Software Engineer / Senior Software Engineer - Java Android Framework,1,3.6,0.0
Software Engineer - .Net Full Stack Developer,1,3.6,0.0
Software Engineer - AI,1,1.8,0.0
Software Engineer - AI / ML,1,3.9,0.0
Software Engineer - AI /ML Architect,1,3.6,0.0
Software Engineer - Full stack Developer,1,3.6,0.0
"Analyst Senior, Business Systems Analysis",1,3.8,0.0
"Analyst Sr Lead, Business Analysis",1,3.8,0.0
"Analyst Sr Lead, Business Systems Analysis",1,3.8,0.0
Analyst in Business Analyst,1,3.6,0.0
Analyst II - Internal Controls,1,3.0,0.0
Analyst II - Operations,1,3.6,0.0
Analyst II - RPA Developer,1,3.0,0.0
Analyst II Business Process Transactions / RR,1,3.6,0.0
Analyst II Infrastructure Services,1,3.6,0.0
"Analyst II, Global Financial Data Operations",1,3.4,0.0
"Analyst II, Global Procurement Solutions - BI",1,3.0,0.0
"Analyst II, Marketing Ops GTM Sales",1,3.0,0.0
"Analyst II, Standard Customer - CL",1,3.0,0.0
"Analyst II, State Price Transparency Reporting",1,3.6,0.0
Software Engineer - GNN Expert,1,3.6,0.0
"Software Engineer, Machine Learning Compilers",1,4.4,0.0
"Software Engineer, Machine Learning II",1,4.0,0.0
Software Engineer- Data Engineering,1,4.1,0.0
Software Engineer 1,1,3.9,0.0
Software Engineer 3,1,3.6,0.0
Software Engineer Angular,1,4.2,0.0
Software Engineer Data Platform Web & Mobile e stone,1,4.2,0.0
Software Engineer Database,1,2.8,0.0
Software Engineer Full Stack Developer,1,3.6,0.0
Software Engineer II -Snowflake/Data fabric,1,3.9,0.0
Software Engineer III (IND)- Artificial Intelligence,1,3.9,0.0
"Software Engineer III - Data Engineer, Databricks",1,3.8,0.0
"Software Engineer III, Machine Learning, Home AI Safety",1,4.4,0.0
"Software Engineer III, Mobile (iOS), Multi-device Data Infrastructure",1,4.4,0.0
"Software Engineer Intern, Data Engineering",1,4.0,14.0
Software Engineer - Full Stack Java,1,4.0,0.0
Software Engineering Senior Manager- Data Engineering and GenAI,1,3.6,0.0
Software Java Developer,1,3.5,0.0
Software Product Developer,1,4.2,0.0
Software Programmer - Data Analytics,1,3.6,0.0
Software QA,1,4.0,0.0
Software Quality Assurance Analyst,1,3.5,0.0
Software Quality Engineer,1,2.4,0.0
Software Engineer Internship,1,4.4,14.0
Software Engineer Senior (Windows Application Developer),1,4.1,0.0
Software Engineer Trainee,1,3.3,3.25
Software Engineer with Data Background,1,3.6,0.0
Software Engineer || Product IT MNC (permanent) || Kolkata (WFO),1,4.4,0.0
"Software Engineer, .NET Core, VP",1,3.9,0.0
"Software Engineer, AI Powered Data, Core",1,4.4,0.0
"Software Engineer, AVP",1,3.9,0.0
"Software Engineer, Avaloq, AVP",1,3.9,0.0
Software Test Engineer - Insurance,1,3.6,0.0
Software Test engineer,1,1.9,0.0
Software Testing All ERP Modules,1,3.6,0.0
Software Testing Analyst,1,4.0,0.0
Software Testing Professional,1,3.6,0.0
Software Trainee ASP.NET & AI,1,3.4,14.0
Software testing Engineer,1,3.6,0.0
"Software/Data Engineer - AWS & Python (, Full-Time) [IS008]",1,3.3,0.0
Solar Analyst,1,3.6,0.0
Solar PV Systems Technical Trainer,1,3.6,0.0
Software Engineer- Power Apps Developer,1,3.9,0.0
Software Engineering - CHN,1,4.1,0.0
"Software Engineering Lead - Contact Center, Genesys, IVR",1,4.0,0.0
Software Engineering Lead - Full Stack Java/Angular,1,4.0,0.0
Software Engineering Manager (Infotainment),1,3.6,0.0
"Software Engineering Manager, AI Powered Data",1,4.4,0.0
Solution / Business Analyst,1,3.3,0.0
Solution / Data Architect,1,3.8,0.0
Solution Architect & Head of Delivery,1,3.6,0.0
Solution Architect (Backend),1,3.6,0.0
Solution Architect - AI,1,3.1,0.0
Solution Architect - Data Engineer,1,3.7,0.0
Solution Architect - Databricks,1,3.9,0.0
Solution Architect - MDG,1,4.4,0.0
Solution Architect Microsoft Power Platform & Azure,1,3.8,0.0
Solution Architect-Data Platforms,1,3.6,0.0
Solution Enablement Practitioner,1,3.7,0.0
Solution Engineer,1,3.6,0.0
Software Sales Intern (AI & Software Services),1,4.7,14.0
Software Scientist,1,4.4,0.0
Software Support Engineer,1,3.8,0.0
Software Test Engineer -,1,3.7,0.0
"Analyst II,GTM Strategy & Design",1,3.0,0.0
Analyst III - AI Works,1,4.0,0.0
Analyst III - ERP IT Solutions,1,4.6,0.0
Analyst III - IT Solutions,1,4.6,0.0
Analyst III Business Process Transactions / RR,1,3.6,0.0
Analyst IT Service Delivery & Operations,1,3.1,0.0
Analyst Data & Insights III,1,4.1,0.0
Analyst Data Governance & Mgmt,1,4.1,0.0
Analyst Data Integration,1,3.6,0.0
Analyst Data Integration Mumbai,1,3.6,0.0
Analyst EHS,1,3.6,0.0
Analyst Electronic Trading,1,3.8,0.0
"Analyst Finance, Accounting & External Reporting",1,4.1,0.0
Analyst Global Data Management,1,3.9,0.0
Analyst I,1,3.3,0.0
Spark Scala Developer,1,3.3,0.0
Specialist - Data Governance Analyst,1,4.0,0.0
Specialist - Data Scientist,1,3.6,25.0
Specialist - Digital Channels and Performance,1,3.3,0.0
Specialist - F&A - AP,1,3.6,0.0
Specialist - Insurance - Gurgaon,1,3.6,0.0
Specialist - Insurance - Life,1,3.6,0.0
Solution Engineer / Business Analyst,1,3.6,0.0
Solution Engineer Cogover Platform,1,3.6,7.0
Solution Engineering,1,2.6,0.0
Solution Intelligence Specialist (Data Analytics),1,3.3,0.0
Solution \/ Data Architect,1,3.8,0.0
Solutions Consultant - Energy (Pricing),1,3.6,0.0
Solutions Engineer,1,4.1,0.0
Spanish Language Specialist | Data Analyst,1,3.6,6.5
Spark + Scala,1,3.6,0.0
Spark Engineer,1,3.6,0.0
Specialist / Engineer II- Data science AIML,1,3.4,23.5
Specialist 3,1,3.3,0.0
Specialist Accounts,1,2.9,0.0
Specialist Business Analyst,1,2.8,0.0
Specialist Business Analyst (Salesforce),1,3.4,0.0
"Specialist Business Functional Analyst, AS",1,3.8,0.0
Specialist Business Operations Support,1,4.1,0.0
Specialist Data Engineer,1,4.4,0.0
Specialist Data Engineering,1,3.6,0.0
"Spark, Java Scala Professional",1,2.8,0.0
"Spclst, Scitara Business Analyst",1,3.7,0.0
Specialist (Survey Benchmarking & Quantitative Research),1,3.8,0.0
Specialist - Business Analysis,1,3.6,0.0
Specialist - Data Analyst (Main Converter),1,2.8,0.0
Specialist - Data Engineer,1,2.8,0.0
Specialist - Data Engineering-Google BigQuery,1,3.6,0.0
"Specialist Data Scientist, Actimize (AML Analyst)",1,3.6,0.0
Specialist Engineering,1,3.6,0.0
Specialist Performance Excellence,1,3.9,0.0
"Specialist, AFR",1,3.7,0.0
"Specialist, Advertiser Measurement Science",1,3.8,0.0
"Specialist, Engineering Services",1,4.1,0.0
"Specialist, Financial Management and Compliance",1,3.6,11.5
"Specialist, Information Security",1,3.9,0.0
"Specialist, Product Development (QA & Data)",1,3.8,0.0
"Specialist, Technical Support Engineering",1,4.1,0.0
"Specialist, XD Data Conversion dev",1,2.8,0.0
Specialist- Data & Planning Analyst,1,1.1,0.0
Specialist- Data Analyst Service,1,2.8,0.0
Specialist- Innovation Ecosystem,1,1.0,14.0
Specialist - Software Support,1,3.7,0.0
Specialist - Technical Analyst,1,3.9,0.0
Sr . Machine Learning Engineering,1,3.3,0.0
Sr . MarkLogic Developer,1,4.8,0.0
Sr . NLP Engineer,1,3.4,0.0
Sr . Odoo Functional Consultant,1,2.2,0.0
Speech Language Pathologist,1,3.6,0.0
Splicers,1,3.6,0.0
Splunk + Python Developer,1,3.6,0.0
Splunk Administrator,1,3.3,0.0
Splunk Administrator/Developer - AppDynamics/ Java/ Python,1,4.2,0.0
Splunk Data Analyst,1,4.2,0.0
Splunk/Dynatrace,1,3.3,0.0
Sports Analyst,1,3.6,0.0
Sr . / Lead Full Stack . Net Developer,1,3.6,0.0
Sr . Backbase Developer,1,3.9,0.0
Sr . Backend Engineer / Backend Engineer,1,3.6,0.0
Specialist Data Science,1,3.6,0.0
Sr Advanced Data Analyst,1,4.1,0.0
Sr Advanced Data Scientist,1,4.1,0.0
Sr Analyst (Data Science ),1,2.7,0.0
Sr Analyst (Index),1,3.0,0.0
Sr Analyst - Data Engineering,1,3.4,0.0
Sr . Data Analyst / Data Manager,1,3.0,0.0
Sr . Data Engineer ( BI ),1,3.9,0.0
Sr . Data Scientist,1,2.8,0.0
Sr . Data Scientist / Data Scientist,1,3.6,0.0
Sr . Desktop Application Developer,1,4.0,0.0
Sr . Executive,1,1.9,0.0
Sr . Executive Data Analyst,1,1.0,0.0
Sr . Foreman - Quality,1,3.5,0.0
Sr . Full - Stack Developer,1,4.5,0.0
Sr . Full Stack Developer ( Tech ),1,1.0,0.0
Sr . MEP Engineer,1,3.3,0.0
Analyst / Senior Analyst | Trefis,1,4.3,0.0
Analyst / Sr Analyst - Modelling and Analysis,1,3.6,0.0
Sr Analyst II Finance Business Partner,1,3.6,0.0
Sr Analyst III Business Process Solutions,1,3.6,0.0
Sr Analyst III Business Process Transactions,1,3.6,0.0
Sr Analyst III Business Process Transactions / RR,1,3.6,0.0
Sr . Python Framework Developer,1,4.2,0.0
Sr . Research Analyst,1,4.0,0.0
Sr . Shopify Developer,1,1.4,0.0
Sr . Software Developer,1,3.9,0.0
Sr . Software Engineer,1,2.3,0.0
Sr . System Design Engineer,1,3.3,0.0
Sr AI Engineer,1,5.0,0.0
Sr AI/ML Engineer,1,4.0,0.0
Sr AVP - Solution Lead - Finance - BPM,1,3.6,0.0
Sr AWS Data Engineer,1,3.2,0.0
Sr Analyst II Business Process Transactions / RR,1,3.6,0.0
Sr Analyst II Data Engineering,1,3.6,0.0
Analyst I - D,1,3.3,0.0
Analyst I - Internal Controls,1,3.0,0.0
Analyst I Business Process Transactions / RR,1,3.6,0.0
Analyst I Business Process Transactions/RR,1,3.6,0.0
Analyst ICB BM,1,3.8,0.0
Analyst II,1,3.3,0.0
Analyst -System Modeling,1,3.6,0.0
Analyst / Associate,1,2.9,0.0
Analyst / Associate - Office of Senior Country Business Manager/COO,1,3.8,0.0
Analyst / Consultant / Sr. Consultant - Fullstack Developer,1,3.8,0.0
Analyst / Consultant / Sr. Consultant - Talend DI & MDM,1,3.8,0.0
"Analyst / Consultant / Sr. Consultant, BA MDM",1,3.8,0.0
Analyst / Senior Analyst - AEM Developer,1,3.8,0.0
Analyst / Senior Analyst | Office Services,1,3.9,0.0
Sr Analyst- Women's Economic Empowerment (MIS and Data Analyst)),1,3.9,0.0
Sr Analyst-Social Impact,1,3.0,0.0
Sr Android Software Developer,1,3.8,0.0
Sr Angular Developer,1,3.6,0.0
Sr Associate - Analytics & Decision Science,1,3.5,0.0
Sr Associate - Data Science,1,3.5,0.0
Sr Associate - Data Scientist,1,3.7,0.0
Sr Associate - Patent Prosecution,1,2.6,0.0
Sr Analyst - GTM Commissions,1,2.5,0.0
Sr Analyst - Global Business Services - IN,1,2.6,0.0
Sr Analyst - Intercompany Project Accountant,1,3.9,0.0
Sr Analyst / Associate-Data Analytics & BI,1,3.4,0.0
Sr Analyst I,1,3.3,0.0
Sr Analyst I Business Process Transactions / RR,1,3.6,0.0
Sr Analyst I Data Engineering,1,3.6,0.0
Sr Analyst I- AP,1,3.3,0.0
Sr Associate_ GenAI Developer_Agentic AI & LLM Platforms _AppTech,1,3.3,0.0
Sr Associate_AWS Data Engineer _Data Analytics_ Advisory,1,3.3,0.0
Sr Associate_Artificial Intelligence Test Automation Engineer,1,3.3,0.0
Sr Associate_Gen AI Developer_Digital Integration_Advisory,1,3.3,0.0
Sr Associate_GraphQL and API_Data and Analytics_Advisory,1,3.3,0.0
Sr Associate_Internal Audit_Internal Audit Services_Advisory,1,3.3,0.0
Sr Associate_PLM Engineer_Digital Engineering Transformation,1,3.3,0.0
Sr Associate_SRE Engineer_Digital Engineering Transformation,1,3.3,0.0
"Sr Asst Mgr, Sales - Pharma",1,3.8,0.0
Sr Businees Development,1,3.6,0.0
Sr Analyst People Analytics & Insights,1,4.6,0.0
"Sr Analyst, Business Operations",1,3.6,0.0
"Sr Analyst, Data Science",1,2.8,0.0
"Sr Analyst, Global Investigations",1,3.6,0.0
"Sr Analyst, International Tax",1,3.6,0.0
"Sr Analyst, People Analytics & Insights",1,4.6,0.0
Sr Business Analyst - (AI) Data systems,1,3.6,0.0
Sr Business Analyst - AI Powercell,1,3.4,0.0
Sr Business Analyst - Advance Analytics,1,3.6,0.0
Sr Business Analyst - FP&A,1,3.5,0.0
Sr Business Analyst - Pharma,1,3.4,0.0
Sr Business Analyst - RPA,1,3.7,0.0
Sr Business Analyst - US Health Care industry - Chennai / Coimbatore,1,3.6,15.0
Sr Business Analyst Healthcare IT,1,3.7,0.0
Sr Business Analyst I,1,3.9,0.0
"Sr Business Analyst MDM (Reltio, Life Sciences)",1,3.4,0.0
Sr Business Analyst || US- Shift,1,3.6,0.0
Sr Business Analyst â€“ ServiceNow,1,4.7,0.0
Sr Associate - Quantum (Data processing),1,3.1,0.0
Sr Associate Automation Analyst - Workday Success Plans,1,3.4,0.0
Sr Associate Software Engineer - Data,1,3.2,0.0
Sr Associate-Data Science,1,3.7,0.0
Sr Data Science Engineer,1,2.4,0.0
Sr Data Science Software Engineer - NLP,1,4.1,0.0
"Sr Business Analyst, Cyber and Data Resilience",1,3.4,0.0
"Sr Business Analyst, Logistics & GTC Applications",1,3.7,0.0
Sr Business Process Analyst,1,3.4,0.0
Sr Business Systems Analyst,1,3.4,0.0
Sr ColdFusion Analyst,1,1.7,0.0
Sr Consultant - Business Consulting PI - GOV - CNS - BC,1,3.4,0.0
Sr Consultant / Associate Manager - ETL Tester,1,3.8,0.0
Sr Consultant- Gen AI,1,3.0,0.0
Sr Consultant-Forensics-National-ASU-Forensics,1,3.4,0.0
Sr Controllership Analyst,1,4.1,0.0
Sr Data Analyst HR Reporting,1,2.4,0.0
Sr Data Architect - Data Bricks,1,3.7,0.0
Sr Business Analyst (Finance),1,3.6,0.0
Sr Business Analyst (Supply Chain),1,3.6,0.0
Sr Data Scientist- Search,1,4.0,0.0
Sr Data Scientists,1,3.7,0.0
Sr Databricks Engineer,1,4.5,0.0
Sr Datasphere Developer,1,3.6,25.0
Sr Deal Desk Analyst,1,3.5,0.0
Sr Design Engineer - Data Communication System (DCS) & (VTS),1,4.0,0.0
"Sr Data Architect - GCP, AbInitio, Tableau",1,4.1,0.0
Sr Data Cloud Engineer,1,5.0,0.0
Sr Data Developer - Datasphere,1,4.0,0.0
Sr Data Engiener/Lead Data Engineer,1,4.3,0.0
Sr Data Engineer - Immediate To 15 days Joiner - Remote - US Shift,1,3.4,0.0
Sr Data Engineer - ML Planner,1,3.0,0.0
Sr Data Engineer I (SAS),1,3.1,0.0
Sr Data Engineering Consultant,1,4.0,40.0
"Sr Data Engr Strictly SCALA Or Java, & Must Spark & Azure German MNC",1,3.6,0.0
Sr Data Management Analyst,1,4.1,0.0
Sr Dot Net Developer - Fullstack,1,3.3,15.0
Sr Dotnet Developer,1,3.6,16.0
Sr ERP Business Analyst,1,4.1,0.0
Sr Edge Application Developer,1,4.1,0.0
Sr Engagement Associate- Education and CSR,1,3.8,0.0
Sr Engineer - AI_NLP,1,3.0,0.0
Sr Engineer - Data Engineering,1,3.5,0.0
Sr Data Scientist + Gen AI,1,4.4,0.0
Sr Data Scientist - AI,1,4.4,0.0
Sr Data Scientist - AI ML,1,3.4,0.0
Sr Data Scientist - Advanced Machine Learning,1,4.0,0.0
Sr Data Scientist - I,1,3.6,0.0
Sr Data Scientist 2 Positions,1,4.2,0.0
Sr Data Scientist Client Analytics,1,3.6,0.0
Sr Data Scientist Machine Learning Engineer,1,3.2,0.0
Sr Data Scientist Market Mix Modeling,1,3.1,0.0
Analyst - TAX - National - TAX - GCR - Global Compliance & Reporting,1,3.4,0.0
Analyst - TAX - National - TAX - Indirect Tax - Core,1,3.4,0.0
Sr Engineer- Python Developer_IPRD,1,3.0,0.0
Sr Engineer/ SDE 3,1,3.6,0.0
"Sr Executive - Data Operations, Ultra",1,3.5,0.0
Sr Executive MIS,1,4.0,0.0
Sr Fabric Engineer,1,3.7,0.0
Sr Financial Analyst IS&T Support,1,2.9,0.0
Sr Financial Business Systems Analyst,1,2.7,0.0
Sr Financial Data Analyst (US Shift),1,3.9,0.0
Sr Design Technologist,1,4.1,0.0
"Sr Designer, Illustrator",1,3.7,0.0
Sr Developer,1,3.7,0.0
Sr Developer - Java API,1,4.1,0.0
"Sr Developer, HR AI Technology",1,3.9,0.0
Sr Development Engineer Golden Source FTE,1,3.6,25.0
Sr Engineer Compute,1,3.3,0.0
Sr Engineer | Full Stack | Angular,1,3.0,0.0
Analyst / Sr Analyst- Leverage Facility Management,1,3.2,0.0
"Analyst 1, Payments Pricing & Operations",1,3.9,0.0
Analyst BA_Customer Insights,1,4.0,0.0
Analyst Business Consulting Risk CHS CNS Risk Digital Risk,1,3.4,0.0
Analyst Business finance,1,3.6,0.0
Analyst CMBS,1,3.8,0.0
Analyst - Oversight Process & Support Excellence,1,4.1,0.0
Analyst - Partnerships,1,3.6,0.0
Analyst - Power BI,1,2.4,0.0
Analyst - Power Bi,1,3.8,0.0
Analyst - Research,1,4.1,0.0
Analyst - Strategy Planning Division,1,3.5,0.0
Analyst - TAX - AMI - TAX - Indirect Tax - Core,1,3.4,0.0
Analyst - TAX - FS - TAX - GCR - Global Compliance & Reporting,1,3.4,0.0
Sr Fullstack Developer,1,3.6,0.0
Sr Game Mathematician II,1,3.6,0.0
Sr HCM Talent Analyst,1,3.2,0.0
"Sr HFM Implementation Developer (Dotnet, Python, SQL)",1,5.0,0.0
Sr IAM BA Analyst,1,3.6,3.5
Sr IFS Cloud Professional,1,5.0,0.0
Sr IT Analyst,1,4.1,0.0
Sr IT QA Test engineer eCommerce apps,1,3.0,0.0
Sr Implementation Analyst,1,3.2,0.0
Sr Java Developer + DevOps,1,4.1,0.0
Sr Java with Vue.js Full Stack Developer,1,3.6,14.0
Sr JavaScript Developer,1,3.5,0.0
Sr Lead - SFDC Agentforce,1,3.4,0.0
Sr Lead - SFDC Data Cloud,1,3.4,0.0
Sr Engineer - Python Full-Stack Developer (ReactJS),1,4.3,0.0
Sr Engineer AI Generative,1,3.6,0.0
Sr Project Consultant-Business Consulting PI-GOV-CNS-BC,1,3.4,0.0
Sr Project Lead - Enterprise Apps,1,3.4,0.0
Sr Lead Architect,1,3.4,0.0
Sr Lead Business Analyst,1,3.4,0.0
Sr Lead Business Consultant,1,3.4,0.0
Sr Lead Consultant - Enterprise Apps,1,3.4,0.0
Sr Lead Consultant - SAP SD,1,3.4,0.0
Sr ML & AI Engineer,1,3.7,0.0
"Sr Machine Learning Engineer, Search & AI",1,4.3,0.0
Sr Machine Learning Engineering Manager,1,4.3,0.0
Sr Management Accounts /RTR - Qualified CA/ACCA,1,3.0,0.0
Sr Manager - AI Lending,1,3.0,0.0
Sr Manager - Business Analytics | Gurgaon,1,3.6,0.0
Sr Manager - Business Planning and Analytics,1,4.0,0.0
Sr Manager - Credit Underwriting,1,3.0,0.0
Sr Manager - Entreprenuership,1,2.9,0.0
"Sr Research Advisor, Data Science",1,3.7,0.0
Sr SAP ABAP Developer,1,4.4,0.0
Sr SAP Commerce Developer,1,3.8,0.0
Sr SAP Commissions Territory and Quota Developer,1,3.4,0.0
"Sr Manager - Inside Sales (Gurgaon, Hyperlocal)",1,3.8,0.0
"Sr Manager Data Scientist, Client Analytics",1,3.6,0.0
